"_source/netflow/ipv4_src_addr","_source/netflow/in_bytes","_source/netflow/in_pkts","_source/netflow/l4_dst_port","_source/netflow/l4_src_port","_source/netflow/ipv4_dst_addr","_source/netflow/flow_seq_num","_source/netflow/tcp_flags","_source/@timestamp","Anomaly"
"192.168.1.102",2310,18,22,56982,"192.168.1.108",2902,27,2018-04-04 17:31:01,1
"192.168.1.102",2310,18,22,56978,"192.168.1.108",2902,27,2018-04-04 17:31:01,1
"192.168.1.102",2310,18,22,57024,"192.168.1.108",2961,27,2018-04-04 17:33:01,1
"192.168.1.102",2310,18,22,57022,"192.168.1.108",2957,27,2018-04-04 17:33:01,1
"192.168.1.102",2310,18,22,57032,"192.168.1.108",2967,27,2018-04-04 17:33:01,1
"192.168.1.102",2310,18,22,57146,"192.168.1.108",3146,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57166,"192.168.1.108",3159,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57150,"192.168.1.108",3146,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57160,"192.168.1.108",3159,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57158,"192.168.1.108",3152,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57144,"192.168.1.108",3146,27,2018-04-04 17:38:01,1
"192.168.1.102",2310,18,22,57180,"192.168.1.108",3175,27,2018-04-04 17:39:01,1
"192.168.1.102",2310,18,22,57178,"192.168.1.108",3175,27,2018-04-04 17:39:01,1
"192.168.1.102",2310,18,22,57194,"192.168.1.108",3193,27,2018-04-04 17:39:01,1
"192.168.1.102",2310,18,22,56998,"192.168.1.108",2931,27,2018-04-04 17:32:01,1
"192.168.1.102",2310,18,22,57010,"192.168.1.108",2937,27,2018-04-04 17:32:01,1
"192.168.1.102",2310,18,22,57214,"192.168.1.108",3229,27,2018-04-04 17:40:01,1
"192.168.1.102",2310,18,22,57208,"192.168.1.108",3223,27,2018-04-04 17:40:01,1
"192.168.1.102",2310,18,22,57366,"192.168.1.108",3356,27,2018-04-04 17:47:01,1
"192.168.1.102",2310,18,22,57376,"192.168.1.108",3386,27,2018-04-04 17:47:01,1
"192.168.1.102",2310,18,22,57220,"192.168.1.108",3237,27,2018-04-04 17:41:01,1
"192.168.1.102",2310,18,22,57242,"192.168.1.108",3262,27,2018-04-04 17:41:01,1
"192.168.1.102",2310,18,22,57240,"192.168.1.108",3262,27,2018-04-04 17:41:01,1
"192.168.1.102",2310,18,22,57298,"192.168.1.108",3304,27,2018-04-04 17:44:01,1
"192.168.1.102",2310,18,22,57294,"192.168.1.108",3298,27,2018-04-04 17:44:01,1
"192.168.1.102",2310,18,22,57296,"192.168.1.108",3298,27,2018-04-04 17:44:01,1
"192.168.1.102",2310,18,22,57310,"192.168.1.108",3322,27,2018-04-04 17:44:01,1
"192.168.1.102",2310,18,22,57350,"192.168.1.108",3345,27,2018-04-04 17:46:01,1
"192.168.1.102",2310,18,22,57354,"192.168.1.108",3345,27,2018-04-04 17:46:01,1
"192.168.1.102",2310,18,22,57340,"192.168.1.108",3339,27,2018-04-04 17:46:01,1
"192.168.1.102",2310,18,22,57344,"192.168.1.108",3339,27,2018-04-04 17:46:01,1
"192.168.1.102",2310,18,22,57348,"192.168.1.108",3345,27,2018-04-04 17:46:01,1
"192.168.1.102",2310,18,22,57402,"192.168.1.108",3408,27,2018-04-04 17:48:01,1
"192.168.1.102",2310,18,22,57410,"192.168.1.108",3414,27,2018-04-04 17:48:01,1
"192.168.1.102",2310,18,22,57396,"192.168.1.108",3397,27,2018-04-04 17:48:01,1
"192.168.1.102",2310,18,22,57326,"192.168.1.108",3330,27,2018-04-04 17:45:01,1
"192.168.1.102",2310,18,22,57248,"192.168.1.108",3265,27,2018-04-04 17:42:01,1
"192.168.1.102",2310,18,22,57260,"192.168.1.108",3271,27,2018-04-04 17:42:01,1
"192.168.1.102",2310,18,22,57254,"192.168.1.108",3271,27,2018-04-04 17:42:01,1
"192.168.1.102",2310,18,22,57246,"192.168.1.108",3265,27,2018-04-04 17:42:01,1
"192.168.1.102",2310,18,22,57266,"192.168.1.108",3279,27,2018-04-04 17:42:01,1
"192.168.1.102",2310,18,22,57534,"192.168.1.108",3514,27,2018-04-04 17:54:01,1
"192.168.1.102",2310,18,22,57538,"192.168.1.108",3523,27,2018-04-04 17:54:01,1
"192.168.1.102",2310,18,22,57544,"192.168.1.108",3523,27,2018-04-04 17:54:01,1
"192.168.1.102",2310,18,22,57550,"192.168.1.108",3529,27,2018-04-04 17:54:01,1
"192.168.1.102",2310,18,22,57424,"192.168.1.108",3428,27,2018-04-04 17:49:01,1
"192.168.1.102",2310,18,22,57428,"192.168.1.108",3428,27,2018-04-04 17:49:01,1
"192.168.1.102",2310,18,22,57412,"192.168.1.108",3416,27,2018-04-04 17:49:01,1
"192.168.1.102",2310,18,22,57586,"192.168.1.108",3554,27,2018-04-04 17:56:01,1
"192.168.1.102",2326,18,22,57588,"192.168.1.108",3554,27,2018-04-04 17:56:01,1
"192.168.1.102",2310,18,22,57598,"192.168.1.108",3567,27,2018-04-04 17:56:01,1
"192.168.1.102",2310,18,22,57566,"192.168.1.108",3544,27,2018-04-04 17:55:01,1
"192.168.1.102",2310,18,22,57568,"192.168.1.108",3544,27,2018-04-04 17:55:01,1
"192.168.1.102",2310,18,22,57560,"192.168.1.108",3538,27,2018-04-04 17:55:01,1
"192.168.1.102",2310,18,22,57578,"192.168.1.108",3551,27,2018-04-04 17:55:01,1
"192.168.1.102",2310,18,22,57558,"192.168.1.108",3538,27,2018-04-04 17:55:01,1
"192.168.1.102",2310,18,22,57502,"192.168.1.108",3488,27,2018-04-04 17:52:01,1
"192.168.1.102",2310,18,22,57490,"192.168.1.108",3477,27,2018-04-04 17:52:01,1
"192.168.1.102",2310,18,22,57452,"192.168.1.108",3448,27,2018-04-04 17:50:01,1
"192.168.1.102",2310,18,22,57458,"192.168.1.108",3457,27,2018-04-04 17:51:01,1
"192.168.1.102",2310,18,22,57472,"192.168.1.108",3469,27,2018-04-04 17:51:01,1
"192.168.1.102",2310,18,22,57454,"192.168.1.108",3454,27,2018-04-04 17:50:01,1
"192.168.1.102",2310,18,22,57528,"192.168.1.108",3507,27,2018-04-04 17:53:01,1
"192.168.1.102",2310,18,22,57732,"192.168.1.108",3652,27,2018-04-04 18:02:01,1
"192.168.1.102",2310,18,22,57622,"192.168.1.108",3582,27,2018-04-04 17:57:01,1
"192.168.1.102",2310,18,22,57608,"192.168.1.108",3572,27,2018-04-04 17:57:01,1
"192.168.1.102",2310,18,22,57632,"192.168.1.108",3586,27,2018-04-04 17:58:01,1
"192.168.1.102",2310,18,22,57644,"192.168.1.108",3599,27,2018-04-04 17:58:01,1
"192.168.1.102",2310,18,22,57626,"192.168.1.108",3586,27,2018-04-04 17:58:01,1
"192.168.1.102",2310,18,22,57650,"192.168.1.108",3599,27,2018-04-04 17:58:01,1
"192.168.1.102",2310,18,22,57718,"192.168.1.108",3644,27,2018-04-04 18:01:01,1
"192.168.1.102",2310,18,22,57690,"192.168.1.108",3625,27,2018-04-04 18:00:01,1
"192.168.1.102",2310,18,22,57660,"192.168.1.108",3602,27,2018-04-04 17:59:01,1
"192.168.1.102",2310,18,22,57682,"192.168.1.108",3619,27,2018-04-04 18:00:01,1
"192.168.1.102",2310,18,22,57938,"192.168.1.108",3988,27,2018-04-04 18:10:01,1
"192.168.1.102",2310,18,22,57902,"192.168.1.108",3896,27,2018-04-04 18:09:01,1
"192.168.1.102",2310,18,22,57900,"192.168.1.108",3878,27,2018-04-04 18:09:01,1
"192.168.1.102",2310,18,22,57912,"192.168.1.108",3920,27,2018-04-04 18:09:01,1
"192.168.1.102",2310,18,22,57808,"192.168.1.108",3723,27,2018-04-04 18:05:01,1
"192.168.1.102",2310,18,22,57812,"192.168.1.108",3730,27,2018-04-04 18:05:01,1
"192.168.1.102",2310,18,22,57816,"192.168.1.108",3730,27,2018-04-04 18:05:01,1
"192.168.1.102",2310,18,22,57882,"192.168.1.108",3835,27,2018-04-04 18:08:01,1
"192.168.1.102",2310,18,22,57874,"192.168.1.108",3817,27,2018-04-04 18:08:01,1
"192.168.1.102",2310,18,22,57828,"192.168.1.108",3742,27,2018-04-04 18:06:01,1
"192.168.1.102",2310,18,22,57830,"192.168.1.108",3748,27,2018-04-04 18:06:01,1
"192.168.1.102",2310,18,22,57832,"192.168.1.108",3748,27,2018-04-04 18:06:01,1
"192.168.1.102",2310,18,22,57856,"192.168.1.108",3782,27,2018-04-04 18:07:01,1
"192.168.1.102",2310,18,22,57846,"192.168.1.108",3770,27,2018-04-04 18:07:01,1
"192.168.1.102",2258,17,22,57850,"192.168.1.108",3770,27,2018-04-04 18:07:01,1
"192.168.1.102",2310,18,22,57868,"192.168.1.108",3800,27,2018-04-04 18:07:01,1
"192.168.1.102",2310,18,22,57756,"192.168.1.108",3673,27,2018-04-04 18:03:01,1
"192.168.1.102",2310,18,22,57762,"192.168.1.108",3673,27,2018-04-04 18:03:01,1
"192.168.1.102",2310,18,22,57768,"192.168.1.108",3679,27,2018-04-04 18:03:01,1
"192.168.1.102",2310,18,22,57766,"192.168.1.108",3679,27,2018-04-04 18:03:01,1
"192.168.1.102",2310,18,22,57770,"192.168.1.108",3682,27,2018-04-04 18:04:01,1
"192.168.1.102",2310,18,22,57958,"192.168.1.108",4089,27,2018-04-04 18:11:01,1
"192.168.1.102",2310,18,22,58096,"192.168.1.108",4419,27,2018-04-04 18:17:01,1
"192.168.1.102",2310,18,22,58086,"192.168.1.108",4395,27,2018-04-04 18:17:01,1
"192.168.1.102",2326,18,22,58090,"192.168.1.108",4395,27,2018-04-04 18:17:01,1
"192.168.1.102",2310,18,22,58092,"192.168.1.108",4407,27,2018-04-04 18:17:01,1
"192.168.1.102",2310,18,22,58052,"192.168.1.108",4323,27,2018-04-04 18:15:01,1
"192.168.1.102",2310,18,22,58040,"192.168.1.108",4259,27,2018-04-04 18:15:01,1
"192.168.1.102",2310,18,22,57970,"192.168.1.108",4105,27,2018-04-04 18:12:01,1
"192.168.1.102",2310,18,22,57972,"192.168.1.108",4121,27,2018-04-04 18:12:01,1
"192.168.1.102",2310,18,22,57986,"192.168.1.108",4152,27,2018-04-04 18:12:01,1
"192.168.1.102",2310,18,22,58002,"192.168.1.108",4185,27,2018-04-04 18:13:01,1
"192.168.1.102",2310,18,22,57990,"192.168.1.108",4161,27,2018-04-04 18:13:01,1
"192.168.1.102",2310,18,22,58004,"192.168.1.108",4185,27,2018-04-04 18:13:01,1
"192.168.1.102",2310,18,22,58008,"192.168.1.108",4191,27,2018-04-04 18:13:01,1
"192.168.1.102",2326,18,22,58012,"192.168.1.108",4197,27,2018-04-04 18:13:01,1
"192.168.1.102",2310,18,22,58006,"192.168.1.108",4191,27,2018-04-04 18:13:01,1
"192.168.1.102",2310,18,22,58028,"192.168.1.108",4216,27,2018-04-04 18:14:01,1
"192.168.1.102",2310,18,22,58062,"192.168.1.108",4336,27,2018-04-04 18:16:01,1
"192.168.1.102",2310,18,22,58078,"192.168.1.108",4367,27,2018-04-04 18:16:01,1
"192.168.1.102",2310,18,22,58070,"192.168.1.108",4354,27,2018-04-04 18:16:01,1
"192.168.1.102",2310,18,22,58210,"192.168.1.108",4750,27,2018-04-04 18:22:01,1
"192.168.1.102",2310,18,22,58208,"192.168.1.108",4750,27,2018-04-04 18:22:01,1
"192.168.1.102",2310,18,22,58218,"192.168.1.108",4779,27,2018-04-04 18:22:01,1
"192.168.1.102",2310,18,22,58136,"192.168.1.108",4497,27,2018-04-04 18:19:01,1
"192.168.1.102",2310,18,22,58144,"192.168.1.108",4503,27,2018-04-04 18:19:01,1
"192.168.1.102",2310,18,22,58140,"192.168.1.108",4497,27,2018-04-04 18:19:01,1
"192.168.1.102",2310,18,22,58158,"192.168.1.108",4574,27,2018-04-04 18:20:01,1
"192.168.1.102",2310,18,22,58160,"192.168.1.108",4574,27,2018-04-04 18:20:01,1
"192.168.1.102",2310,18,22,58182,"192.168.1.108",4649,27,2018-04-04 18:21:01,1
"192.168.1.102",2310,18,22,58188,"192.168.1.108",4655,27,2018-04-04 18:21:01,1
"192.168.1.102",2310,18,22,58284,"192.168.1.108",4932,27,2018-04-04 18:25:01,1
"192.168.1.102",2310,18,22,58292,"192.168.1.108",4938,27,2018-04-04 18:25:01,1
"192.168.1.102",2310,18,22,58274,"192.168.1.108",4902,27,2018-04-04 18:25:01,1
"192.168.1.102",2310,18,22,58110,"192.168.1.108",4456,27,2018-04-04 18:18:01,1
"192.168.1.102",2310,18,22,58254,"192.168.1.108",4866,27,2018-04-04 18:24:01,1
"192.168.1.102",2310,18,22,58386,"192.168.1.108",5089,27,2018-04-04 18:29:01,1
"192.168.1.102",2310,18,22,58320,"192.168.1.108",5001,27,2018-04-04 18:26:01,1
"192.168.1.102",2310,18,22,58300,"192.168.1.108",4958,27,2018-04-04 18:26:01,1
"192.168.1.102",2310,18,22,58340,"192.168.1.108",5017,27,2018-04-04 18:27:01,1
"192.168.1.102",2310,18,22,58346,"192.168.1.108",5023,27,2018-04-04 18:27:01,1
"192.168.1.102",2310,18,22,58400,"192.168.1.108",5122,27,2018-04-04 18:30:01,1
"192.168.1.102",2310,18,22,58414,"192.168.1.108",5147,27,2018-04-04 18:30:01,1
"192.168.1.102",2310,18,22,58366,"192.168.1.108",5039,27,2018-04-04 18:28:01,1
"192.168.1.102",2310,18,22,58352,"192.168.1.108",5028,27,2018-04-04 18:28:01,1
"192.168.1.102",2310,18,22,58350,"192.168.1.108",5028,27,2018-04-04 18:28:01,1
"192.168.1.102",2310,18,22,58360,"192.168.1.108",5032,27,2018-04-04 18:28:01,1
"192.168.1.102",2310,18,22,58520,"192.168.1.108",5299,27,2018-04-04 18:35:01,1
"192.168.1.102",2310,18,22,58526,"192.168.1.108",5309,27,2018-04-04 18:35:01,1
"192.168.1.102",2310,18,22,58522,"192.168.1.108",5299,27,2018-04-04 18:35:01,1
"192.168.1.102",2310,18,22,58476,"192.168.1.108",5226,27,2018-04-04 18:33:01,1
"192.168.1.102",2310,18,22,58488,"192.168.1.108",5262,27,2018-04-04 18:33:01,1
"192.168.1.102",2310,18,22,58470,"192.168.1.108",5210,27,2018-04-04 18:33:01,1
"192.168.1.102",2310,18,22,58490,"192.168.1.108",5262,27,2018-04-04 18:33:01,1
"192.168.1.102",2326,18,22,58554,"192.168.1.108",5349,27,2018-04-04 18:36:01,1
"192.168.1.102",2310,18,22,58550,"192.168.1.108",5349,27,2018-04-04 18:36:01,1
"192.168.1.102",2310,18,22,58552,"192.168.1.108",5349,27,2018-04-04 18:36:01,1
"192.168.1.102",2326,18,22,58562,"192.168.1.108",5362,27,2018-04-04 18:36:01,1
"192.168.1.102",2310,18,22,58494,"192.168.1.108",5274,27,2018-04-04 18:34:01,1
"192.168.1.102",2310,18,22,58504,"192.168.1.108",5280,27,2018-04-04 18:34:01,1
"192.168.1.102",2310,18,22,58568,"192.168.1.108",5367,27,2018-04-04 18:37:01,1
"192.168.1.102",2310,18,22,58570,"192.168.1.108",5367,27,2018-04-04 18:37:01,1
"192.168.1.102",2310,18,22,58584,"192.168.1.108",5379,27,2018-04-04 18:37:01,1
"192.168.1.102",2310,18,22,58606,"192.168.1.108",5400,27,2018-04-04 18:38:01,1
"192.168.1.102",2310,18,22,58600,"192.168.1.108",5394,27,2018-04-04 18:38:01,1
"192.168.1.102",2310,18,22,58592,"192.168.1.108",5387,27,2018-04-04 18:38:01,1
"192.168.1.102",2414,20,22,58684,"192.168.1.108",5476,27,2018-04-04 18:41:01,1
"192.168.1.102",2310,18,22,58686,"192.168.1.108",5476,27,2018-04-04 18:41:01,1
"192.168.1.102",2310,18,22,58680,"192.168.1.108",5469,27,2018-04-04 18:41:01,1
"192.168.1.102",2310,18,22,58628,"192.168.1.108",5422,27,2018-04-04 18:39:01,1
"192.168.1.102",2310,18,22,58624,"192.168.1.108",5410,27,2018-04-04 18:39:01,1
"192.168.1.102",2310,18,22,58622,"192.168.1.108",5410,27,2018-04-04 18:39:01,1
"192.168.1.102",2310,18,22,58646,"192.168.1.108",5443,27,2018-04-04 18:40:01,1
"192.168.1.102",2310,18,22,58732,"192.168.1.108",5515,27,2018-04-04 18:43:01,1
"192.168.1.102",2310,18,22,58736,"192.168.1.108",5521,27,2018-04-04 18:43:01,1
"192.168.1.102",2310,18,22,58734,"192.168.1.108",5521,27,2018-04-04 18:43:01,1
"192.168.1.102",2310,18,22,58730,"192.168.1.108",5515,27,2018-04-04 18:43:01,1
"192.168.1.102",2258,17,22,58650,"192.168.1.108",5443,27,2018-04-04 18:40:01,1
"192.168.1.102",2310,18,22,58718,"192.168.1.108",5503,27,2018-04-04 18:43:01,1
"192.168.1.102",2310,18,22,58930,"192.168.1.108",5656,27,2018-04-04 18:52:01,1
"192.168.1.102",2310,18,22,58822,"192.168.1.108",5590,27,2018-04-04 18:47:01,1
"192.168.1.102",2310,18,22,58828,"192.168.1.108",5590,27,2018-04-04 18:47:01,1
"192.168.1.102",2310,18,22,58812,"192.168.1.108",5584,27,2018-04-04 18:47:01,1
"192.168.1.102",2326,18,22,58898,"192.168.1.108",5633,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58892,"192.168.1.108",5633,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58886,"192.168.1.108",5627,27,2018-04-04 18:50:01,1
"192.168.1.102",2310,18,22,58850,"192.168.1.108",5604,27,2018-04-04 18:48:01,1
"192.168.1.102",2310,18,22,58840,"192.168.1.108",5598,27,2018-04-04 18:48:01,1
"192.168.1.102",2310,18,22,58800,"192.168.1.108",5576,27,2018-04-04 18:46:01,1
"192.168.1.102",2310,18,22,58790,"192.168.1.108",5566,27,2018-04-04 18:46:01,1
"192.168.1.102",2310,18,22,58992,"192.168.1.108",5697,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,58994,"192.168.1.108",5697,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,58986,"192.168.1.108",5691,27,2018-04-04 18:54:01,1
"192.168.1.102",2310,18,22,59062,"192.168.1.108",5740,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,59068,"192.168.1.108",5740,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,59056,"192.168.1.108",5734,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,59060,"192.168.1.108",5740,27,2018-04-04 18:57:01,1
"192.168.1.102",2310,18,22,59026,"192.168.1.108",5720,27,2018-04-04 18:56:01,1
"192.168.1.102",2374,19,22,59032,"192.168.1.108",5720,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59044,"192.168.1.108",5731,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59046,"192.168.1.108",5731,27,2018-04-04 18:56:01,1
"192.168.1.102",2310,18,22,59158,"192.168.1.108",5803,27,2018-04-04 19:01:01,1
"192.168.1.102",2374,19,22,59148,"192.168.1.108",5797,27,2018-04-04 19:01:01,1
"192.168.1.102",2310,18,22,59150,"192.168.1.108",5797,27,2018-04-04 19:01:01,1
"192.168.1.102",2310,18,22,59156,"192.168.1.108",5797,27,2018-04-04 19:01:01,1
"192.168.1.102",2310,18,22,59086,"192.168.1.108",5754,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59080,"192.168.1.108",5748,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59074,"192.168.1.108",5748,27,2018-04-04 18:58:01,1
"192.168.1.102",2374,19,22,59094,"192.168.1.108",5761,27,2018-04-04 18:58:01,1
"192.168.1.102",2310,18,22,59130,"192.168.1.108",5785,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59136,"192.168.1.108",5785,27,2018-04-04 19:00:01,1
"192.168.1.102",2326,18,22,59138,"192.168.1.108",5791,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59140,"192.168.1.108",5791,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59142,"192.168.1.108",5791,27,2018-04-04 19:00:01,1
"192.168.1.102",2310,18,22,59022,"192.168.1.108",5713,27,2018-04-04 18:55:01,1
"192.168.1.102",2310,18,22,59020,"192.168.1.108",5713,27,2018-04-04 18:55:01,1
"192.168.1.102",2326,18,22,59012,"192.168.1.108",5707,27,2018-04-04 18:55:01,1
"192.168.1.102",2310,18,22,59100,"192.168.1.108",5763,27,2018-04-04 18:59:01,1
"192.168.1.102",2310,18,22,59114,"192.168.1.108",5769,27,2018-04-04 18:59:01,1
"192.168.1.102",2258,17,22,59118,"192.168.1.108",5769,27,2018-04-04 18:59:01,1
"192.168.1.102",2310,18,22,58962,"192.168.1.108",5676,27,2018-04-04 18:53:01,1
"192.168.1.102",2310,18,22,59266,"192.168.1.108",5886,27,2018-04-04 19:05:01,1
"192.168.1.102",2326,18,22,59252,"192.168.1.108",5872,27,2018-04-04 19:05:01,1
"192.168.1.102",2310,18,22,59254,"192.168.1.108",5872,27,2018-04-04 19:05:01,1
"192.168.1.102",2310,18,22,59292,"192.168.1.108",5910,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59300,"192.168.1.108",5916,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59294,"192.168.1.108",5910,27,2018-04-04 19:07:01,1
"192.168.1.102",2374,19,22,59298,"192.168.1.108",5910,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59310,"192.168.1.108",5924,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59314,"192.168.1.108",5924,27,2018-04-04 19:07:01,1
"192.168.1.102",2310,18,22,59196,"192.168.1.108",5825,27,2018-04-04 19:03:01,1
"192.168.1.102",2310,18,22,59200,"192.168.1.108",5825,27,2018-04-04 19:03:01,1
"192.168.1.102",2310,18,22,59202,"192.168.1.108",5831,27,2018-04-04 19:03:01,1
"192.168.1.102",2310,18,22,59272,"192.168.1.108",5889,27,2018-04-04 19:06:01,1
"192.168.1.102",2310,18,22,59270,"192.168.1.108",5889,27,2018-04-04 19:06:01,1
"192.168.1.102",2310,18,22,59184,"192.168.1.108",5816,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59174,"192.168.1.108",5810,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59192,"192.168.1.108",5823,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59350,"192.168.1.108",5951,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59348,"192.168.1.108",5945,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59356,"192.168.1.108",5951,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59346,"192.168.1.108",5945,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59362,"192.168.1.108",5957,27,2018-04-04 19:09:01,1
"192.168.1.102",2310,18,22,59324,"192.168.1.108",5931,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59318,"192.168.1.108",5931,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59334,"192.168.1.108",5937,27,2018-04-04 19:08:01,1
"192.168.1.102",2310,18,22,59178,"192.168.1.108",5810,27,2018-04-04 19:02:01,1
"192.168.1.102",2310,18,22,59518,"192.168.1.108",6056,27,2018-04-04 19:16:01,1
"192.168.1.102",2310,18,22,59528,"192.168.1.108",6063,27,2018-04-04 19:16:01,1
"192.168.1.102",2310,18,22,59458,"192.168.1.108",6014,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59452,"192.168.1.108",6014,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59456,"192.168.1.108",6014,27,2018-04-04 19:13:01,1
"192.168.1.102",2326,18,22,59448,"192.168.1.108",6008,27,2018-04-04 19:13:01,1
"192.168.1.102",2310,18,22,59380,"192.168.1.108",5965,27,2018-04-04 19:10:01,1
"192.168.1.102",2310,18,22,59382,"192.168.1.108",5965,27,2018-04-04 19:10:01,1
"192.168.1.102",2310,18,22,59404,"192.168.1.108",5979,27,2018-04-04 19:11:01,1
"192.168.1.102",2310,18,22,59406,"192.168.1.108",5984,27,2018-04-04 19:11:01,1
"192.168.1.102",2310,18,22,59496,"192.168.1.108",6039,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59498,"192.168.1.108",6039,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59460,"192.168.1.108",6019,27,2018-04-04 19:14:01,1
"192.168.1.102",2310,18,22,59418,"192.168.1.108",5988,27,2018-04-04 19:12:01,1
"192.168.1.102",2310,18,22,59434,"192.168.1.108",6001,27,2018-04-04 19:12:01,1
"192.168.1.102",2310,18,22,59506,"192.168.1.108",6045,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59502,"192.168.1.108",6045,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59488,"192.168.1.108",6039,27,2018-04-04 19:15:01,1
"192.168.1.102",2310,18,22,59586,"192.168.1.108",6097,27,2018-04-04 19:19:01,1
"192.168.1.102",2326,18,22,59584,"192.168.1.108",6097,27,2018-04-04 19:19:01,1
"192.168.1.102",2310,18,22,59592,"192.168.1.108",6111,27,2018-04-04 19:19:01,1
"192.168.1.102",2310,18,22,59588,"192.168.1.108",6104,27,2018-04-04 19:19:01,1
"192.168.1.102",2310,18,22,59658,"192.168.1.108",6147,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59654,"192.168.1.108",6147,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59674,"192.168.1.108",6160,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59670,"192.168.1.108",6160,27,2018-04-04 19:22:01,1
"192.168.1.102",2310,18,22,59682,"192.168.1.108",6166,27,2018-04-04 19:23:01,1
"192.168.1.102",2310,18,22,59684,"192.168.1.108",6174,27,2018-04-04 19:23:01,1
"192.168.1.102",2310,18,22,59696,"192.168.1.108",6182,27,2018-04-04 19:23:01,1
"192.168.1.102",2310,18,22,59736,"192.168.1.108",6211,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59730,"192.168.1.108",6204,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59746,"192.168.1.108",6217,27,2018-04-04 19:25:01,1
"192.168.1.102",2310,18,22,59716,"192.168.1.108",6196,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59718,"192.168.1.108",6196,27,2018-04-04 19:24:01,1
"192.168.1.102",2310,18,22,59608,"192.168.1.108",6119,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59610,"192.168.1.108",6119,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59620,"192.168.1.108",6125,27,2018-04-04 19:20:01,1
"192.168.1.102",2310,18,22,59642,"192.168.1.108",6138,27,2018-04-04 19:21:01,1
"192.168.1.102",2310,18,22,59762,"192.168.1.108",6226,27,2018-04-04 19:26:01,1
"192.168.1.102",2310,18,22,59820,"192.168.1.108",6260,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59822,"192.168.1.108",6260,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59824,"192.168.1.108",6260,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59826,"192.168.1.108",6260,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59828,"192.168.1.108",6260,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59842,"192.168.1.108",6274,27,2018-04-04 19:29:01,1
"192.168.1.102",2310,18,22,59886,"192.168.1.108",6297,27,2018-04-04 19:31:01,1
"192.168.1.102",2310,18,22,59884,"192.168.1.108",6297,27,2018-04-04 19:31:01,1
